"uuid","author","published","country","shares","type"
"5c96dddf3e19affb7386519985180b9e086bea93","Barracuda Brigade","2016-11-23T21:54:00.000+02:00","US",0,"bias"
"dda26496a839264abf92217d94b681ddc98dae26","Barracuda Brigade","2016-11-23T21:06:00.000+02:00","US",0,"bias"
"3de83a29b8c501996ba153a532ee28eaf037d8b6","EdJenner","2016-11-25T09:24:40.752+02:00","US",0,"bias"
"f4cfaff903a1ab1dd704278422a76057bbc32da4","EdJenner","2016-11-25T15:21:54.424+02:00","US",0,"bias"
"98b54c302a72804005e6e3b1ff5d7a5e556f21cd","","2016-10-27T02:24:00.000+03:00","US",0,"conspiracy"
"aff3ede5c01b6823e3bb6f96035c4df02d470d98","","2016-10-29T16:20:00.000+03:00","US",0,"conspiracy"
"7759496d1762e34d0a33db572948fd77df481d1d","Shawn Helton","2016-10-29T04:22:00.000+03:00","US",0,"conspiracy"
"f51a0aa7d160a15707b18a4007bdfa4c506d17a6","Mike Rivero","2016-11-02T01:43:00.000+02:00","US",0,"conspiracy"
"236eaaea138082b5f4e8362de5e8e5584d8e7ef4","","2016-11-01T16:48:00.000+02:00","US",0,"conspiracy"
"9705f82da90935a714b424d8fafa93fba75be998","Shawn Helton","2016-11-04T00:03:00.000+02:00","US",0,"conspiracy"
"92841a56f9f241e8d06164ab78c68925ab0ac82b","","2016-11-04T15:33:00.000+02:00","US",0,"conspiracy"
"86bf9b50cfecaeb861219f63245d4c71d345438e","","2016-11-04T14:30:00.000+02:00","US",0,"conspiracy"
"e4c1a7542c447d908a878fd429fef0f5cf9130d4","","2016-11-06T07:48:00.000+02:00","US",0,"conspiracy"
"095b7cc19392c3b309519cc1919657208fc25e6f","","2016-11-06T22:52:00.000+02:00","US",0,"conspiracy"
"d414680a6b1ef737053c20281c78f7753be24936","","2016-11-09T17:06:00.000+02:00","US",0,"conspiracy"
"6ffb2f9c20a5ee09fb76d53bbbaa8dd39edf6916","","2016-11-10T12:04:04.874+02:00","US",0,"conspiracy"
"63c6bf1deea567e43a0c7aaad5b8020ca6082159","","2016-11-10T14:42:00.000+02:00","US",0,"conspiracy"
"4dc9f03b3aadbffd2c7cb6432b6247b3d742d55d","","2016-11-11T13:52:00.000+02:00","US",0,"conspiracy"
"8910588330147ab1149ff116ba4d1570643b29f0","","2016-11-11T15:35:00.000+02:00","US",0,"conspiracy"
"2a63aa7d67b72eb1233594b7814a35e7fde7813a","Mike Rivero","2016-11-12T23:13:29.272+02:00","US",0,"conspiracy"
"2c6a0f68ac6206d50c6993c4e727bc3b6a6354e7","Mike Rivero","2016-11-12T23:13:50.035+02:00","US",0,"conspiracy"
"65272a7457360257e5b5f2540411785b4f848d55","","2016-11-13T03:51:00.000+02:00","US",0,"conspiracy"
"78ea7e7d34d7da2ba484674ad024e0951f46bcfa","","2016-11-13T23:22:00.000+02:00","US",0,"conspiracy"
"eca38219488f8785530cc20ad38c98dac4faa432","Mike Rivero","2016-11-17T00:41:00.000+02:00","US",0,"conspiracy"
"a36405a8d7d32c2192b9a9b482dcf0ebc83c62eb","Mike Rivero","2016-11-23T00:49:00.000+02:00","US",0,"conspiracy"
"561b309ed5c260bb67b4a63756e20f056b7983a0","Mike Rivero","2016-11-24T03:37:00.000+02:00","US",0,"conspiracy"
"f06f10470a770c390f1ade24760e2ea34825014b","Branko Mali","2016-11-25T14:33:14.332+02:00","US",0,"conspiracy"
"d1056f290f1cfffa9907ac34ab6dc0ffbc3339ca","","2016-11-25T02:49:00.000+02:00","US",0,"conspiracy"
"8a35883f9c9f0b15a9e20ab8711d403d91d57405","Jimmy Rustling","2016-10-27T13:00:00.000+03:00","CO",0,"fake"
"c6fb8dae30e3d378935e910540a0cb99b5351ac0","Jimmy Rustling","2016-11-11T12:00:00.000+02:00","US",0,"fake"
"b9af57aaf67e5894ea9cee78d8f646aecaa0ebd9","tokyowashi (noreply@blogger.com)","2016-10-27T06:14:00.000+03:00","US",0,"bs"
"a3c854d3f9deceb87d031300016128124040c9a7","tokyowashi (noreply@blogger.com)","2016-10-28T03:19:50.476+03:00","US",0,"bs"
"13fc2d922a6669ef992eeb7a701646bc04839e18","tokyowashi (noreply@blogger.com)","2016-10-28T14:03:12.156+03:00","US",0,"bs"
"da9eac98db2b8bd73f0bc060b74c41e167b1dc30","tokyowashi (noreply@blogger.com)","2016-10-28T23:31:03.391+03:00","US",0,"bs"
"56c77ca93df34d1ac4cd240afad84a8dd41029a6","tokyowashi (noreply@blogger.com)","2016-10-29T11:56:37.068+03:00","US",0,"bs"
"32b8a10c927682a608bd3b88147c357b8807eaeb","tokyowashi (noreply@blogger.com)","2016-10-29T15:58:39.811+03:00","US",0,"bs"
"eb054fba367975664dc134e494c96fafd31de3ef","tokyowashi (noreply@blogger.com)","2016-10-30T01:08:16.887+02:00","US",0,"bs"
"ea4c5f878b9dda1adfa4b52b39087ec210000d2d","tokyowashi (noreply@blogger.com)","2016-10-30T13:11:38.177+02:00","US",0,"bs"
"e7aacfabf3903ed68a5aa056c098f2face98cee8","tokyowashi (noreply@blogger.com)","2016-10-31T02:03:09.291+02:00","US",0,"bs"
"ced44bbf8bc01f507735744020f17c120ce3047a","tokyowashi (noreply@blogger.com)","2016-10-31T02:40:07.541+02:00","US",0,"bs"
"ef88bc367c52cbf7e5f5936818b11b47718c36a9","tokyowashi (noreply@blogger.com)","2016-10-31T06:10:04.338+02:00","US",0,"bs"
"98d6586f006a7d9ffeaf9f8d70962201a9b08df1","tokyowashi (noreply@blogger.com)","2016-11-01T00:49:25.485+02:00","US",0,"bs"
"0d6d76e138b4c0bf2b5ef3a985fd05d6477daf46","tokyowashi (noreply@blogger.com)","2016-11-01T03:43:08.657+02:00","US",0,"bs"
"999af667dd0fec633e0a98865fb8d973a39fcb0a","tokyowashi (noreply@blogger.com)","2016-11-01T09:56:04.637+02:00","US",0,"bs"
"2cc80e75892986518cf3a4e9d60cb07e3617fcd0","tokyowashi (noreply@blogger.com)","2016-11-01T10:10:41.864+02:00","US",0,"bs"
"6515694a1764fd4635a69f867b8e57739bb181f9","tokyowashi (noreply@blogger.com)","2016-11-01T10:20:35.392+02:00","US",0,"bs"
"cf91054424959b027f81f6bf13753ce2b12e5c8a","tokyowashi (noreply@blogger.com)","2016-11-01T10:54:31.899+02:00","US",0,"bs"
"505c9bca0c6f2c0c10f98b8450c264b7e6776598","tokyowashi (noreply@blogger.com)","2016-11-01T10:55:27.725+02:00","US",0,"bs"
"30f81e37ff684f0b67b973379fe7b29fab41d7df","tokyowashi (noreply@blogger.com)","2016-11-02T01:17:20.300+02:00","US",0,"bs"
"00a1b3f0820914870a8b3a52c6080892c05c5d9b","tokyowashi (noreply@blogger.com)","2016-11-02T02:41:31.968+02:00","US",0,"bs"
"354559f2e2e842e569db09888649087bc243567b","neoholographic","2016-10-27T01:01:00.000+03:00","US",0,"bs"
"9465e8b596e6171df4742b8414f8906fd7629d6c","Peeple","2016-10-27T00:53:00.000+03:00","US",0,"bs"
"9ef3b49b0b27e00a687ed032c58132e961537a71","PraetorianAZ","2016-10-26T23:51:00.000+03:00","US",0,"bs"
"0293466db9711d1b8e4022fa8b41e989384455d4","seentoomuch","2016-10-26T21:13:00.000+03:00","US",0,"bs"
"39aeeae86034a00eb042a4cf133b5213d4cdda82","vlawde","2016-10-27T02:54:39.811+03:00","US",0,"bs"
"088ddf580942133f16728aa4773e94bcc26bcfc0","apoc36","2016-10-27T02:54:41.397+03:00","US",0,"bs"
"692d34b417af7a01051d4793c9acd201529078b2","theantediluvian","2016-10-27T02:54:46.091+03:00","US",0,"bs"
"d98247222c1fac88012164585b780428cadad659","reldra","2016-10-27T02:54:48.091+03:00","US",0,"bs"
"ef71041f2a66c89960f3181f02c72ce4593b594b","Kali74","2016-10-27T02:54:49.093+03:00","US",0,"bs"
"2bf87d92513207ee0cd3db2bd1e24a5fcd18db6d","recrisp","2016-10-27T02:54:50.332+03:00","US",0,"bs"
"648db5ad9913a13960fa04f161d1ab67e283a160","recrisp","2016-10-27T02:54:51.149+03:00","US",0,"bs"
"8c3f2f666330a71bc4cf26c97ae85359232fc758","Profusion","2016-10-27T02:54:51.356+03:00","US",0,"bs"
"6669d4d107a664aafd5f3c5f25bfc9378fbef0aa","sanitizedinfo","2016-10-27T02:54:53.333+03:00","US",0,"bs"
"b6675e35ddf7156b02c354c66094a03b97e604ba","neoholographic","2016-10-27T02:54:54.209+03:00","US",0,"bs"
"b712ee19f141c4c8ab3d7005ff59da2eb410faf2","The angel of light","2016-10-27T02:54:55.783+03:00","US",0,"bs"
"6b47a615b958c59fc0f3b0a8c5da69edf34cacd9","darkbake","2016-10-27T02:54:57.851+03:00","US",0,"bs"
"1e956fb8691f0534fc21f70e769b5d9b44e983e7","willz","2016-10-27T02:54:59.244+03:00","US",0,"bs"
"2b977a7e92cb2834c52e6d1466416955d0d696b0","jedi_hamster","2016-10-27T02:54:59.580+03:00","US",0,"bs"
"e70d073d92d8d932580e52147f09b73c62824608","PrairieShepherd","2016-10-27T02:55:00.542+03:00","US",0,"bs"
"3130cacdf1253a22cf0f2e03b762f452ee0173ba","SyxPak","2016-10-27T02:55:02.683+03:00","US",0,"bs"
"fcabf23cf87c727c47464356d5fd6537f19e5226","matafuchs","2016-10-27T02:55:03.186+03:00","US",0,"bs"
"d581178752d1e6792f565e960aef629b273dc6c8","Bloodydagger","2016-10-27T02:55:03.783+03:00","US",0,"bs"
"d1158e06920f83baa03e7362eebce3722cec4c8e","Xcathdra","2016-10-27T02:37:00.000+03:00","US",0,"bs"
"62647429fb29cd89628638c8c2283cfc8474340d","gortex","2016-10-27T02:18:00.000+03:00","US",0,"bs"
"5057916cc03a32b4122be784780bb6737eaede85","ssenerawa","2016-10-27T03:12:44.568+03:00","US",0,"bs"
"9d16c3ff4e461b9291a64562b289ae0c05b42fbd","Encryptor","2016-10-27T03:28:37.789+03:00","US",0,"bs"
"f5991f5fd80bbe10cd342dda7f46f66c01adc1bf","bryan2006","2016-10-27T09:42:41.254+03:00","US",0,"bs"
"4223ad1d0f49142d3d3801b6424877086f8e6c05","carewemust","2016-10-27T09:42:42.294+03:00","US",0,"bs"
"80573537c11a77fee4b9498744ecda241ed5699b","Teotihuacan","2016-10-27T09:42:46.815+03:00","US",0,"bs"
"602c315d2b346264b4c47438e509dea5eb5e0d53","Teotihuacan","2016-10-27T09:42:47.272+03:00","US",0,"bs"
"69851ee9245122d59905e6075036999ba0cd82ee","Doctor Smith","2016-10-27T09:42:48.384+03:00","US",0,"bs"
"e7f055d70484312e94bcd39bf6640c75c9a7ac47","Kashai","2016-10-27T09:42:48.830+03:00","US",0,"bs"
"9e574b11f39f12d13054afb7f7074defa568eaee","Jdennis10","2016-10-27T09:42:49.020+03:00","US",0,"bs"
"9838e9c4403efdde00da32169f2d71221c736492","JinMI","2016-10-27T09:42:49.337+03:00","US",0,"bs"
"0d526c456ad18365ca4929c2045447b59cfa109a","theantediluvian","2016-10-27T09:42:49.682+03:00","US",0,"bs"
"4886706731d0990f4b9ecf8a5038e7678c943f24","Violater1","2016-10-27T09:14:00.000+03:00","US",0,"bs"
"5d643d8795edb9197cd7aea4187b8a4d84e794e9","carewemust","2016-10-27T08:37:00.000+03:00","US",0,"bs"
"59c25f1c37896d41b27d00f4a223e6a5d0856190","Profusion","2016-10-27T08:06:00.000+03:00","US",0,"bs"
"e93b4a5fb9de606d8ca0c5f7e4a9856665b946e3","ghostrager","2016-10-27T07:31:00.000+03:00","US",0,"bs"
"cebd77a807adabf4fe1f0ff7677ea339550de46f","frenchfries","2016-10-27T11:15:29.892+03:00","US",0,"bs"
"8c399d142898a0d596ce483c80cc37a95a3fcdd0","Paradoxroutine","2016-10-27T11:15:32.457+03:00","US",0,"bs"
"9249b82b3a40dfa0fc7849909fa2bad90a636f95","SoulOfCeres","2016-10-27T11:15:47.153+03:00","US",0,"bs"
"bb71d1d812a31aebd848575a6ac28705a9085895","gariac","2016-10-27T11:15:48.078+03:00","US",0,"bs"
"42643932576614c74e544e56cc7b0e15603f09b4","xuenchen","2016-10-27T10:31:00.000+03:00","US",0,"bs"
"e5ebcf2cf86adff339c789032997a8bb534833b9","Hefficide","2016-10-27T09:52:00.000+03:00","US",0,"bs"
"f8b2cee6c8961fc74ada040808b09baa7dacdea4","childoffather","2016-10-27T09:50:00.000+03:00","US",0,"bs"
"2cc24dacadc4fa950e9a4a2ff8070044ca1fdf04","Gandalf77","2016-10-27T00:17:00.000+03:00","US",0,"bs"
"1fd78022dd7187cabb8850950af33bb349375dc5","Kantzveldt","2016-10-27T17:58:29.874+03:00","US",0,"bs"
"5038ea5e8169278054669d45c9344f7d50b1243a","greg302","2016-10-27T17:58:30.872+03:00","US",0,"bs"
"95d9b99598f9eea4ac370e7bbec3ef64c83e15ed","WindCharger","2016-10-27T17:58:32.835+03:00","US",0,"bs"
"1b7bd11157445d9e322bcf0717763b714cdcf37b","ConnectDots","2016-10-27T17:58:34.830+03:00","US",0,"bs"
"4e6d02982140f6a190eaf2b3e290eebfe48e697d","Vasa Croe","2016-10-27T17:58:37.543+03:00","US",0,"bs"
"3c3baf87a65e8ccd772129b63bf70b3edb563d72","IAMTAT","2016-10-27T17:58:39.991+03:00","US",0,"bs"
"b6cc7380db7ec6eb1dca0ef30a80a81a9ec551b4","crazyewok","2016-10-27T17:58:45.095+03:00","US",0,"bs"
"63b5a1a96856dc4c6ef6b6bf5e12ded989ad4596","BlueShaman","2016-10-27T17:58:47.441+03:00","US",0,"bs"
"f3f806e5d087f32681562c8170a06b16e73fe086","2012newstart","2016-10-27T17:58:48.169+03:00","US",0,"bs"
"b9d528f7b51117bc70f457a1728e092b6a7bafc3","Cavrecon22","2016-10-27T17:58:49.204+03:00","US",0,"bs"
"1532b208b9cdc26d04a9a701f90b8eb5ddf6f5c7","Profusion","2016-10-27T17:58:00.000+03:00","US",0,"bs"
"f65df374fd32c1466fe443eddd6afe1d85873cfd","BlackProject","2016-10-27T18:30:26.289+03:00","US",0,"bs"
"773ad305847d2f69613ceb27d59d01b6f89297d2","Profusion","2016-10-27T19:02:22.117+03:00","US",0,"bs"
"7e3c2389dcb53dd0827843cbe063f336d2b370a2","Cymru","2016-10-27T19:02:33.676+03:00","US",0,"bs"
"70be13277ab7b1d154e5e76f81f1833436d935e8","jadedANDcynical","2016-10-27T19:02:47.938+03:00","US",0,"bs"
"0ad982405c9508a9bc2383a1c04aaeeab7a1a3cf","JinMI","2016-10-27T16:28:00.000+03:00","US",0,"bs"
"f7725a64593bf05c0b17a910227b2a611ffa0150","Biigs","2016-10-28T01:39:03.492+03:00","US",0,"bs"
"f396260099688929312821ce82b34f0d70e49009","sanitizedinfo","2016-10-28T01:39:04.584+03:00","US",0,"bs"
"f400365115128506e8899d6a524d875f36d22312","Jonjonj","2016-10-28T01:39:04.623+03:00","US",0,"bs"
"2ba7c32520da5896d6a1d30ce3089e73312c6897","BlackProject","2016-10-28T01:39:06.368+03:00","US",0,"bs"
"ba8e59cdfd38086852ef55230633ab4b07123f99","lostbook","2016-10-28T01:39:07.960+03:00","US",0,"bs"
"50336fcfa54025e51c1bcf5798841f06e7332642","mobiusmale","2016-10-28T01:39:08.579+03:00","US",0,"bs"
"85d9b602de2ea0b8a826f2eb8101b1c0ac849762","makaira1985","2016-10-28T01:39:09.871+03:00","US",0,"bs"
"2391f7be920188f35f1b930cfff731085473bbdd","raymundoko","2016-10-28T01:39:10.209+03:00","US",0,"bs"
"b271a10f24190a80c177b705e1c39253b2a02008","gortex","2016-10-28T01:39:12.021+03:00","US",0,"bs"
"c64810cd3121f620bf4d9396857901b7c03a6bd6","grayeagle","2016-10-28T01:02:00.000+03:00","US",0,"bs"
"64e53a2fbe37698782eee5174e53365b86002fba","searcherfortruth","2016-10-27T23:09:00.000+03:00","US",0,"bs"
"7facacd9a551b14017784d720f1eaf9647946ec9","ghostrager","2016-10-27T22:45:00.000+03:00","US",0,"bs"
"6a15227d25ac0066be187c3d3e50e0b57280cdd7","Stevemagegod","2016-10-28T02:09:13.534+03:00","US",0,"bs"
"7029376cd414f30d053fb15ddba32bf2f2b84634","eisegesis","2016-10-28T02:09:13.668+03:00","US",0,"bs"
"fa8132e42ddfbbd3b5edad22c803815f17e76d69","CaptainBeno","2016-10-28T02:09:14.091+03:00","US",0,"bs"
"ba836dbba7bac7bb460834687df8d80b4f7d8b80","PraetorianAZ","2016-10-28T02:09:14.728+03:00","US",0,"bs"
"5728857f1236aa78f8ddac7e5175bf3c99461154","xuenchen","2016-10-28T02:09:15.029+03:00","US",0,"bs"
"e9dd13e098360cb39af77415904b1d933cc568b8","xuenchen","2016-10-28T01:05:00.000+03:00","US",0,"bs"
"c3b944bf5cbefba1775f5aca4c4cf31a08c8b273","TrueBrit","2016-10-28T00:29:00.000+03:00","US",0,"bs"
"c33f353c72d404633c01a9a17853f10951c5ed83","beeeyotch","2016-10-28T06:57:08.471+03:00","US",0,"bs"
"47bc2e858c57a93d3dea97499ff795da6e640c12","Zaphod58","2016-10-28T06:57:10.809+03:00","US",0,"bs"
"2fc939186376c9fc90cda08707b212bada66fb9f","CriticalStinker","2016-10-28T06:57:12.283+03:00","US",0,"bs"
"95326a4ff163ca27f2185f6450b56e1e5c0abb4f","Violater1","2016-10-28T06:57:18.062+03:00","US",0,"bs"
"b7e15736ee03db55ed797b6f3d72e899615187b9","carewemust","2016-10-28T06:57:18.127+03:00","US",0,"bs"
"efd145a647477cec66123e7f3ee38a2a8b91836e","reldra","2016-10-28T06:57:18.183+03:00","US",0,"bs"
"8ccd3168d4f816d6c885567750a827625877a57c","queenofswords","2016-10-28T06:57:20.683+03:00","US",0,"bs"
"5fccb20a0257e0d9fd1e1df51d43352f73288fdd","JinMI","2016-10-28T06:57:21.454+03:00","US",0,"bs"
"1272ae8f77556a0b90d0ca088db19ee7ff2d13f5","burdman30ott6","2016-10-28T06:57:23.266+03:00","US",0,"bs"
"c5bf2532e22d222444e63658cd6fed941648ced7","whyamIhere","2016-10-28T06:57:24.865+03:00","US",0,"bs"
"4fe5a5d5dd622be6dadb30017a39f758b0871e7c","Profusion","2016-10-28T06:57:25.182+03:00","US",0,"bs"
"f6258e969d0b1f57ea4705c6f5aa2bf482fc3827","thesungod","2016-10-28T06:57:26.896+03:00","US",0,"bs"
"a6e81c1ff34b0eea83548f598b26dfd54df5632a","seasonal","2016-10-28T06:57:28.318+03:00","US",0,"bs"
"90df00b42898431d3bc846627e3fc569ff0af129","xuenchen","2016-10-28T06:57:29.029+03:00","US",0,"bs"
"24d373a8a32ac2d4b9ce4bb8e73aa8618a83ae62","seasonal","2016-10-28T07:09:44.027+03:00","US",0,"bs"
"4e7fffe9585979bf197a1039c500ea3e7f7d5eda","Xcathdra","2016-10-28T07:09:44.249+03:00","US",0,"bs"
"ad7cd6224912c388b038ca5cfa8639c4c057319f","DaRAGE","2016-10-28T07:09:44.972+03:00","US",0,"bs"
"38c469c205239cb94bcbe2ce0f14c72c449c7f02","mobiusmale","2016-10-28T15:46:49.823+03:00","US",0,"bs"
"ffb4d6aafe739e06833f2567512023d7c4a454c3","Brandon Turbeville","2016-10-26T23:40:33.528+03:00","US",0,"conspiracy"
"49139d100e5c90887f09316f35f10500ba726390","Activist Post","2016-10-27T03:50:22.157+03:00","US",0,"conspiracy"
"893f398aceeccb501ca72e0f6acfcff25f0a15f7","Activist Post","2016-10-27T04:30:27.564+03:00","US",0,"conspiracy"
"d10f978329e58cce0c9dd1639b3e3c9595ee95ef","Activist Post","2016-10-27T04:44:47.307+03:00","US",0,"conspiracy"
"26464c21f1efb9715156e153ad0c9a5845776a20","Activist Post","2016-10-27T04:44:47.443+03:00","US",0,"conspiracy"
"16e0c4cf5d39e240ac5c71cbc9748f20dfc9928c","Activist Post","2016-10-27T18:00:33.040+03:00","US",0,"conspiracy"
"1c00b306dfea15a2d321e1f6909ab78cffe251b9","Activist Post","2016-10-27T18:35:43.561+03:00","US",0,"conspiracy"
"37a8ada3fb420069c88f99eb24de7754f07cd32d","Activist Post","2016-10-27T19:20:39.827+03:00","US",0,"conspiracy"
"adb1d66e3b41ce73354e158ebfb43df88fc7bea5","ActivistPost","2016-10-27T19:50:29.983+03:00","US",0,"conspiracy"
"819e8ccd8da0c4308b215d3f898fe90f16ce0995","Activist Post","2016-10-27T21:10:29.195+03:00","US",0,"conspiracy"
"1c05d3fb8fb2ae6efdb65f47881c28c59801f831","ActivistPost","2016-10-28T01:00:41.110+03:00","US",0,"conspiracy"
"07517581586f16e842364402f43ed60f3a472858","Brandon Turbeville","2016-10-28T07:35:29.388+03:00","US",0,"conspiracy"
"b60aad27d903c253a16dec459bac8dccb5aae020","Activist Post","2016-10-28T18:20:46.917+03:00","US",0,"conspiracy"
"ae80fc789ca5160c2c060ca8e5cb109c6b1bd260","Activist Post","2016-10-28T19:31:11.746+03:00","US",0,"conspiracy"
"2e0b576aaf47e069ade1af1e2308945e6e04772a","Activist Post","2016-10-28T19:38:59.262+03:00","US",0,"conspiracy"
"e630b4191b92efbbb2a9d69b0a694b1adfacaf41","ActivistPost","2016-10-28T21:05:33.657+03:00","US",0,"conspiracy"
"30a703b51c007da96e927ca53b74392e3ae209c4","Activist Post","2016-10-29T01:20:19.157+03:00","US",0,"conspiracy"
"8000a6ee0e054bc95dd260528f622a75623868dc","Activist Post","2016-10-29T03:45:28.365+03:00","US",0,"conspiracy"
"0d599ada25a336c0df13ee689cd612154a5e9a51","Activist Post","2016-10-29T04:20:38.885+03:00","US",0,"conspiracy"
"ec1f300f9f28b6f9f64fda261b5fa45b9a44f5d6","Activist Post","2016-10-29T17:55:48.250+03:00","US",0,"conspiracy"
"7779bea33bfdfd07e2801da97a9b1b2d9ff8110b","Activist Post","2016-10-29T18:20:14.527+03:00","US",0,"conspiracy"
"27ef5900e6f9b6975672d629cc03809592fa1196","ActivistPost","2016-10-29T19:10:18.488+03:00","US",0,"conspiracy"
"157eba53c234d2695ec95783e1f5547a853d0d8c","Activist Post","2016-10-29T22:20:10.208+03:00","US",0,"conspiracy"
"a53dc58ceb402fbc08e7c8cce45ca723a73ad148","ActivistPost","2016-10-30T02:06:06.807+02:00","US",0,"conspiracy"
"5affd87dfa79dfe68d81b9b6a15aee1d17edf062","Activist Post","2016-10-30T02:10:31.417+02:00","US",0,"conspiracy"
"02ae76c658c0a52244fddeaf9c14b5d0dde4e9d7","Activist Post","2016-10-30T02:35:25.843+02:00","US",0,"conspiracy"
"f4b5177cf9e6d9abaa4369bed6d1e413149609b3","Activist Post","2016-10-31T14:20:27.043+02:00","US",0,"conspiracy"
"7640ebe6da35bd243e0eca656fee4e99b792c14e","Activist Post","2016-10-31T16:47:16.022+02:00","US",0,"conspiracy"
"59af19dddc087cd7c169e73b3269ba6a34997ea9","Activist Post","2016-10-31T17:05:11.328+02:00","US",0,"conspiracy"
"e72d8371199928ffb8cbe5e2a65c3b2a3dbce2de","Activist Post","2016-10-31T22:56:25.733+02:00","US",0,"conspiracy"
"0548a4a7a5d414eab993531b26f053fd92e6b76f","Activist Post","2016-11-01T04:46:02.654+02:00","US",0,"conspiracy"
"ed92dab837c22c5cee95cbee4b5629fcaa8642f6","Activist Post","2016-11-01T05:00:32.254+02:00","US",0,"conspiracy"
"cb0c4b8cc95cfd07b07bbcae59ffaeafc7d11bcc","Activist Post","2016-11-01T17:05:20.744+02:00","US",0,"conspiracy"
"3cfb0fed2f7a36b29fffaf29cbdd110ca260e0c6","Activist Post","2016-11-01T18:26:34.819+02:00","US",0,"conspiracy"
"3bd561303ff1ea6176476fb1be4596520c054b0a","Activist Post","2016-11-01T18:26:34.857+02:00","US",0,"conspiracy"
"636d2c77b341dda55acce49eb5ae3d6e8a54cdd7","Activist Post","2016-11-01T18:26:34.928+02:00","US",0,"conspiracy"
"bd54c5dd4f8188cd940bdceb16b221e3e0999553","Activist Post","2016-11-01T18:26:34.980+02:00","US",0,"conspiracy"
"7ff889eb215c0fe778a7a3bfe3bdf4af44faf6d9","Activist Post","2016-11-01T19:21:58.828+02:00","US",0,"conspiracy"
